word,definition,translation
yowl,"v. utter shrieks, as of cats","n. 惨叫, 号叫, 吼声\nvi. 惨叫, 号叫, 怒斥"
yowled,"v cry loudly, as of animals\nv utter shrieks, as of cats","v. 号叫, 吼, 恸哭( yowl的过去式和过去分词 )"
yowling,"v cry loudly, as of animals\nv utter shrieks, as of cats",冰啸声(冰裂时发出的声音)
yowls,"n a very loud utterance (like the sound of an animal)\nv cry loudly, as of animals\nv utter shrieks, as of cats","n. 号叫, 吼声( yowl的名词复数 )\nv. 号叫, 吼, 恸哭( yowl的第三人称单数 )"
yowman,,"[美俚]=yes, yes, ma'am"
yowsah,,"[美俚]=yes, yes, sir"
yoyo,,n. 摇摇乐；溜溜球
yoyos,plural of yoyo,(yoyo 的复数) n. 摇摇乐；溜溜球
yozell,, [人名] 约泽尔
yp,,abbr. 黄页（yellow pages）；风光邮资明信片；屈服点（yield point）
ypc,,abbr. Yangzi Petrochemical International Trading Company （中国南京）扬子石化国际贸易公司
yperite,,n. [化]芥子气(毒气的一种)
ypg,,abbr. Yuma Proving Ground 尤马试验场
Yponomeutidae,,巢蛾科
Ypres,n. battle in World War I (1917); an Allied offensive which eventually failed because tanks bogged down in the waterlogged soil of Flanders; Germans introduced mustard gas which interfered with the Allied artillery\nn. battle in World War I (1915); Germans wanted to try chlorine (a toxic yellow gas) as a weapon and succeeded in taking considerable territory from the Allied salient\nn. battle in World War I (1914); heavy but indecisive fighting as the Allies and the Germans both tried to break through the lines of the others,n. 伊普尔（比利时西佛兰德省的一城市）
yps,,abbr. Port Hawkesbury;  Nova Scotia;  Canada 加拿大; 新斯科舍
ypsilanti,, [地名] [美国] 伊普西兰蒂
ypsiliform,a. Resembling the / in appearance; -- said of the germinal\n   spot in the ripe egg at one of the stages of fecundation.,(孢子)Y形的
ypsiloid,a. In the form of the letter Y; Y-shaped.,"(=upsiloid)倒人字形的, V字形的"
Yquem,n a sweet white French wine,n. 依奎姆(依坤)葡萄酒
YR,n a period of time containing 365 (or 366) days,[计] 年\n[经] 年
yrast,,state[核]晕转态
yrbk,,abbr. yearbook 年鉴
yrbs,,abbr. youth risk behavior survey 青春期危险行为调查
yrbss,,abbr. youth risk behavior surveillance system 青春期危险行为监视系统
yrd,, [医][=Yangtze River disease]扬子江病
yrds,plural of yrd,(yrd 的复数)  [医][=Yangtze River disease]扬子江病
yreka,, [地名] [美国] 怀里卡
yrneh,,[电]利亨(电感倒数的单位)
yrs,n a period of time containing 365 (or 366) days,abbr. 年（years）；你们的（yours）
ys,n a silvery metallic element that is common in rare-earth minerals; used in magnesium and aluminum alloys\nn the 25th letter of the Roman alphabet,abbr. 屈服强度（Yield Strength）；黄斑（Yellow Spot）
ysa,,abbr. Young Socialist Alliance <美国>社会主义青年联盟; Youth Service America 美国青年服务社; Youth Services Administration (District of Columbia) 青年服务部（哥伦比亚特区）
Yser,,"伊瑟河(源于法国北部, 流经比利时西北部, 入北海)"
ysf,,abbr. Stony Rapids;  Sask;  Canada 加拿大; yield safety factor 屈服安全系数
ysidro,, [人名] 伊西德罗
ysl,,"abbr. 圣罗兰（YvesSaintLauret, 法国时尚品牌）"
ysleta,, [地名] [美国] 伊斯莱塔
ysp,,abbr. years service for severance pay purposes （离职）退役金的规定年限（美军）
ysr,, 青少年自陈报告
yss,,abbr. Young Scots Society 青年苏格兰学会
ysseldyke,, [人名] 伊塞尔代克
yst,,abbr. youngest 最小的儿子，最年轻的，年纪最小的人
ystad,,于斯塔德
Yt," Alt. of Yt\n an old method of printing that (AS. /aet, /aet) the ""y"" taking\n   the place of the old letter ""thorn"" (/). Cf. Ye, the.",[医] 钇(39号元素)
ytb,,abbr. yarn to back 编织到背面; yield to broker 经纪商收益
YTD,,[计] 年月日
ytmnd,"Abbreviated version of [You're the man now, dog!], a phrase said by Sean Connery in the movie Finding Forrester. In the internet subculture, however, it refers to a website in which that phrase is repeated over and over. The site is now host to thousands of similar pages which can range from amusing to disturbing, but are almost always stupid.\n> ""Excuse me, I believe you have my [Banana Phone]?""\n",
YTS,,青年训练计划（youth training scheme）
ytterberg,, [人名] 伊特伯格
ytterbia,,n. 氧化镱\n[化] 氧化镱
ytterbic,"a. Pertaining to, or derived from, ytterbium; containing\n   ytterbium.",a. 含镱的
ytterbite,n a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium,(=gadolinite)n.硅铍钇矿
ytterbium,n. a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime,n. 镱\n[化] 镱Yb
ytterbium bromide,,[化] 溴化镱
ytterbium carbonate,,[化] 碳酸镱
ytterbium chloride,,[化] 氯化镱
ytterbium hydroxide,,[化] 氢氧化镱
ytterbium metaphosphate,,[化] 偏磷酸镱
ytterbium nitrate,,[化] 硝酸镱
ytterbium orthophosphate,,[化] 磷酸镱; 正磷酸镱
ytterbium oxalate,,[化] 草酸镱
ytterbium oxide,,[化] 氧化镱
ytterbium oxychloride,,[化] 氯氧化镱
ytterbium sulfate,,[化] 硫酸镱
ytterbocene,,二茂钇
ytterbous,,"a. [化](二价)镱的, 含(二价)镱的"
yttergarnet,,钇褐榴石
yttria,"n. The oxide, Y2O3, or earth, of yttrium.",n. 氧化钇\n[化] 三氧化二钇; 氧化钇
yttrialite,,n. 硅钍钇矿
yttric,"a. Pertaining to, derived from, or containing, yttrium.","a. 钇的, 含钇的"
yttriferous,"a. Bearing or containing yttrium or the allied elements;\n   as, gadolinite is one of the yttriferous minerals.","a. 产钇的, 含钇的"
yttrious,,a. 钇的;含钇的
yttrite,,硅铍钇矿
yttrium,n. a silvery metallic element that is common in rare-earth minerals; used in magnesium and aluminum alloys,n. 钇\n[化] 钇Y
yttrium acetate,,[机] 乙酸钇
yttrium aluminum garnet,,钇铝柘榴石
yttrium bromide,,[化] 溴化钇
yttrium carbonate,,[化] 碳酸钇
yttrium chloride,,[化] 氯化钇
yttrium fluoride,,[化] 氟化钇
yttrium hydrophosphate,,[化] 磷酸氢钇
yttrium hydropyrophosphate,,[化] 焦磷酸氢钇
yttrium hydrosulfate,,[化] 硫酸氢钇
yttrium hydroxide,,[化] 氢氧化钇
yttrium iodide,,[化] 碘化钇
yttrium iron garnet,,[计] 钇铁石榴石
yttrium nitrate,,[化] 硝酸钇
yttrium oxide,,[化] 三氧化二钇; 氧化钇
yttrium peroxide,,[化] 过氧化钇; 九氧化四钇
yttrium sulfate,,[化] 硫酸钇
yttrium sulfide,,[化] 硫化钇
yttrium superoxide,,[化] 过氧化钇; 九氧化四钇
yttroalumite,,钇铝石
yttrocerite,,铈钇矿
yttrocolumbite,,钇铌铁矿
yttrocrasite,,钛钇钍矿
yttrogarnet,,钇榴石; 钇石榴石
yttrogummite,,钇铅铀矿
yttrotantalite,,n. [矿]钇铌钽铁矿
yttrotitanite,,钇榍石
yttrotungstite,,n. [化]钇钨华
yu,n. Jade.,n. 禹（传说的中国古代圣君）
yua,,abbr. Yagi-Uga antenna 八木-宇田天线; Yuanmou; China 中国; 元谋机场（代码）
yuan,n. the basic unit of money in China\nn. the imperial dynasty of China from 1279 to 1368,n. 元(中国货币单位)\n[经] 元
Yuan dynasty,,n. 元朝\n[网络] 元代；元朝厅；元青花
Yuan Shikai,,"袁世凯(1859-1916, 中国北洋军阀首领)"
Yuanhuacine,,芫花酯甲
Yuanhudine,,芫花酯乙
yuans,plural of yuan\nn. the basic unit of money in China\nn. the imperial dynasty of China from 1279 to 1368,(yuan 的复数) n. 元(中国货币单位)\n[经] 元
yuasa,, [地名] [日本] 汤浅
yuba,,n. 歪叶桉树
Yuban,,脲、甲醛聚合物
yuca,,"n. 木薯, 木薯根茎, 木薯淀粉"
Yucaipa,,尤凯帕（美国地名）
Yucatan,n a state of Mexico on the northern part of the Yucatan Peninsula\nn a peninsula in Central America extending into the Gulf of Mexico between the Bay of Campeche and the Caribbean Sea,尤卡坦半岛
Yucatan Peninsula,,[网络] 尤卡坦半岛；犹加敦半岛；犹卡坦半岛
Yucatec,n a member of the Mayan people of the Yucatan peninsula in Mexico\nn a Mayan language spoken by the Yucatec,"n. 尤卡坦人, 尤卡坦语"
Yucatecan,,a. 尤卡坦人(语)的
yucateco,n. a member of the Mayan people of the Yucatan peninsula in Mexico\nn. a Mayan language spoken by the Yucatec,n. = Yucatec
yucatecos,plural of yucateco,(yucateco 的复数) n. = Yucatec
yucca,n. any of several evergreen plants of the genus Yucca having usually tall stout stems and a terminal cluster of white flowers; warmer regions of North America,n. 丝兰\n[医] 丝兰属
Yucca aloifolia,,[网络] 芦荟叶丝兰；金棒兰；王兰
Yucca baccata,,[网络] 纳瓦霍丝兰
Yucca brevifolia,,[网络] 短叶丝兰；布来利弗利雅丝兰；约书亚树
Yucca carnerosana,,[网络] 巴克尔丝兰
Yucca elata,,[网络] 安氏丝兰
Yucca filamentosa,,[网络] 丝兰；小丝兰；树丝兰
Yucca filamentosa var. flaccida,,[医] 柔软丝兰
Yucca glauca,,[网络] 小丝兰；白王兰；龙舌兰科
Yucca gloriosa,,[网络] 凤尾兰；美国波罗花；风尾兰
Yucca gloriosa var. recuvifolia,,"[医] 波罗花, 反叶凤尾兰"
Yucca smalliana,,[网络] 丝兰
Yucca whipplei,,[网络] 丝兰
yuccas,plural of yucca\nn. any of several evergreen plants of the genus Yucca having usually tall stout stems and a terminal cluster of white flowers; warmer regions of North America,(yucca 的复数) n. 丝兰\n[医] 丝兰属
yuck,v. i. To itch.\nv. t. To scratch.,"int. [美俚]啐（表示反感等, 等于yuk）"
yucking,,int. 啐（表示反感等，等于yuk）\nn. 讨厌的东西（等于yuk）\nadj. 令人反感的（等于yuk）
yucky,s highly offensive; arousing aversion or disgust,"a. 令人讨厌的, 难以下咽的"
yud,,abbr. Yudel 约德尔（男子名）; Yudel (Yiddish=Judah) （意第绪语）犹太，犹太后裔
yudof,, [人名] 尤多夫
yue,n. the dialect of Chinese spoken in Canton and neighboring provinces and in Hong Kong and elsewhere outside China,n. 越（中国南方古代越人各族的总称）
Yue dialect,,[网络] 粤方言
yueh,,n. (Yueh)人名；(中)岳(普通话·威妥玛)
yuekin,,氯化钠、氯化钾、乳糖钠、葡萄糖复合制剂(血浆代用品)
yuen,"n. The crowned gibbon (Hylobates pileatus), native of Siam,\n   Southern China, and the Island of Hainan. It is entirely arboreal in\n   its habits, and has very long arms. the males are dark brown or\n   blackish, with a caplike mass of long dark hair, and usually with a\n   white band around the face. The females are yellowish white, with a\n   dark spot on the breast and another on the crown. Called also wooyen,\n   and wooyen ape.",n. 袁（姓氏）；元；阮
yuendumu,, [地名] [澳大利亚] 延杜穆
yuenger,, [人名] 延格尔
yug,n. Alt. of Yuga, [地名] [俄罗斯] 尤格; [地名] [俄罗斯] 尤格河
Yuga,"n. Any one of the four ages, Krita, or Satya, Treta, Dwapara,\n   and Kali, into which the Hindoos divide the duration or existence of\n   the world.","n. (印度教所称构成历史循环的)时代(共分4个时代,即)"
Yugas,"plural of Yuga\nn. Any one of the four ages, Krita, or Satya, Treta, Dwapara,\n   and Kali, into which the Hindoos divide the duration or existence of\n   the world.","(Yuga 的复数) n.(印度教所称构成历史循环的)时代(共分4个时代,即)"
yugawaralite,,n. [矿]汤河原沸石
yuge,"A variation of the word HUGE commonly used by Donald Trump.\n> Hey Don, are you building that tower across 5th Avenue?\n> Donald Trump: Yes, it's going to be YUGE!!\n",
yugi,,n. (Yugi)人名；(日)弓木(姓)
yuglon,,"5-羟基-1, 4-萘二酮"
yugo,,n. 交涉人勇午（动漫名）；南斯拉夫牌汽车
yugos,plural of yugo,(yugo 的复数) n. 交涉人勇午（动漫名）；南斯拉夫牌汽车
Yugosiavia,,南斯拉夫
yugoslav,n. a native or inhabitant of Yugoslavia,a. 南斯拉夫的；南斯拉夫人的
Yugoslavia,n. a former country of southeastern Europe bordering the Adriatic Sea; formed in 1918 and named Yugoslavia in 1929; controlled by Marshal Tito as a communist state until his death in 1980,n. 南斯拉夫\n[经] 南斯拉夫
Yugoslavian,a. of or relating to or characteristic of the former country of Yugoslavia or its people or languages,"n. 南斯拉夫人\na. 南斯拉夫的, 南斯拉夫人的"
Yugoslavian dinar,,[网络] 南斯拉夫第纳尔
Yugoslavian monetary unit,,[网络] 第纳尔
Yugoslavians,plural of Yugoslavian\na. of or relating to or characteristic of the former country of Yugoslavia or its people or languages,"(Yugoslavian 的复数) n. 南斯拉夫人\na. 南斯拉夫的, 南斯拉夫人的"
Yugoslavic,,a. 南斯拉夫(人)的
yugoslavs,n. a native or inhabitant of Yugoslavia,n. 南斯拉夫人( Yugoslav的复数形式 )
yuh,,n. (Yuh)人名；(朝)舆
yui,,abbr. 吉冈唯（日本歌手）；雨音薰（等于吉冈唯）
yuill,, [人名] 尤伊尔
yuille,, [人名] 尤伊尔
yuills,-s form of yuill,(yuill 的第三人称 -s形式)  [人名] 尤伊尔
yuji,,n. (Yuji)人名；(日)由地(姓)\n鱼际
yuk,,n. 引起大笑的趣事；[俚]（因有趣而发出的）咯咯大笑
yuka,, [人名]戴筱轶
yukata,,[单复同]<日>n.浴衣(一种和服式的轻便衣)
yukawa,n. Japanese mathematical physicist who proposed that nuclear forces are mediated by massive particles called mesons which are analogous to the photon in mediating electromagnetic forces (1907-1981),汤川
Yukawian,,汤川量
yuke,v. i. & t. Same as Yuck.,n. (Yuke)人名；(日)由气(姓)
yuki,,n. 徐怀钰（歌手）；友希（日本人名）；（日）雪
yukiko,,雪子（人名）
yukin,,<汉>n.月琴(一种中国四弦乐器)
yukked,,"<美俚>（因乐趣而发的）大笑, 引起大笑的趣事( yuk的过去式和过去分词 )"
yukking,,v. <美俚>（因乐趣而发的）大笑，引起大笑的趣事( yuk的现在分词 )
yukky,, 令人讨厌的
yuko,,n. (Yuko)人名；(日)汤古(姓)
yukon,n. a North American river that flows westward from the Yukon Territory through central Alaska to the Bering Sea\nn. a territory in northwestern Canada; site of the Klondike gold rush in the 1890s,[医] 重电子
Yukon River,,[网络] 育空河；育空河漂流；育空河畔旁
Yukon Territory,,育空地区；育空领地（加拿大北部的一个行政区）
Yukon Time,,[网络] 育空时间
Yukon white birch,,[网络] 育空白桦树
Yukoner,,n. (阿拉斯加州的)育空人
yukonite,,水砷钙铁矿
yuks,,"<美俚>（因乐趣而发的）大笑, 引起大笑的趣事( yuk的名词复数 )"
YUL,,耶鲁大学图书馆（Yale University Library）
yula,, [地名] [坦桑尼亚] 尤拉; [地名] [巴布亚新几内、俄罗斯] 尤拉河
yulan,n. A species of Magnolia (M. conspicua) with large white\n   blossoms that open before the leaves. See the Note under Magnolia.,n. [植]玉兰(花)
yule,n period extending from Dec. 24 to Jan. 6,"n. (基督教)圣诞节, 圣诞节期"
Yule log,,圣诞柴
yulee,, [地名] [美国] 尤利
yuletide,n period extending from Dec. 24 to Jan. 6,n. 圣诞季节
yuli,, [地名] [尼日利亚] 尤利
yulish,, [人名] 尤利什
yulocrotine,,"N-[2, 6-二氧-1-(2苯乙基)-3-氮环己基]-2-甲基丁酰胺"
yuloh,,橹
yulon,,[南斯拉夫][商]尤纶(聚酰胺纤维)
yulya,,n. (Yulya)人名；(乌克)尤利娅
yum,,int. 极好的；妙的；美味的
yum-yum,,"int. 唔唔(用以表示满足,愉快之感叹词)"
yuma,n. a member of the North American Indian people of Arizona and adjacent Mexico and California\nn. a town in southwestern Arizona on the Colorado River and the California border\nn. the Yuman language spoken by the Yuma,n. 尤马（北美印第安部落）；尤马族语；尤马族人
Yuman,n a group of language of the Hokan family in Arizona and California and Mexico\na of or relating to the language or culture of the Yuma people,"n. 尤马语系\na. 尤马人的, 尤马语组的"
yumas,"n. pl. A tribe of Indians native of Arizona and the adjacent\n   parts of Mexico and California. They are agricultural, and cultivate\n   corn, wheat, barley, melons, etc.",n. 尤马（北美印第安部落）；尤马族语；尤马族人
yumbo,, [地名] [哥伦比亚] 云博
yumi,,n. （日语）由美（女子名）；（日语）弓
yumiko,,n. 由美子（日本女子名）
yumimycin,,(=eumimycin)厄米霉素
yummier,s. extremely pleasing to the sense of taste,yummy的比较级
yummiest,superlative of yummy\ns extremely pleasing to the sense of taste,"(yummy 的最高级) a. 美味的, 可口的, 赏心悦目的, 愉快的"
yummifullz,"extremely yummy;  unimaginably yummy, sweet, or awesome; an awesome word created by the Quynhster\n> Oh my gosh!  This cake is so yummifullz!\n> Quynh has yummifullz taste!\n",
yummy,s extremely pleasing to the sense of taste,"a. 美味的, 可口的, 赏心悦目的, 愉快的"
yummy mummy,,"n. 漂亮妈咪; yummy 在这里的意思是漂亮, 引人注目, 它和 mummy 加在一起非常押韵。漂亮妈咪指那些年轻、漂亮又有钱的妈妈们。; 辣妈"
yump,,vi.& n.<俚>(赛车或赛车运动员在最大速度时)跃起
yumper,,"vi.,n. [俚语](赛车)跃起"
yumpie,,"n. 雅皮士,属于中上阶层的年轻专业人士"
yun,,abbr. 南斯拉夫货币名称的缩写
Yuna Kim,"A South Korean figure skater with mad skills. One of the most highly recognized athletes and media figures in South Korea.\n\nThe current record holder for ladies in the short program, the free skating and the combined total under the ISU Judging System. She is also the first female skater to surpass the 200-point mark under the ISU Judging System.\n> Yuna Kim has never been placed off the podium in her entire career.\n",
yundum,, [地名] [冈比亚] 云杜姆
yung,,n. 容
yungas,,高温湿润气候带
Yunho,"Yunho is a sex god. One of the five great sex gods of the east. He might appear as a harmless little sexy beast at first sight, but when he looks into your eyes he could kill.\r\n\r\nYunho could also mean the sexiest guy in the world.\n> If you must attain perfection, first, you shall have to witness enlightenment by laying your eyes upon the most dangerous sight you could ever have experienced : Yunho.\n",
yuni,, [地名] [日本] 由仁
yunis,, [人名] 尤尼斯
yunnan,n. a province of southern China,n. 云南（中国西南部一省）
Yunnan province,,[网络] 云南省；中国云南省；元阳
Yunnanella,,云南贝属
yunque,, 汽车品牌名称 -（云雀） - 中国
yup,,int. [俚]是的（等于yes）
yupik,, 尤皮克人
yuppie,n. a young upwardly mobile professional individual; a well-paid middle-class professional who works in a city and has a luxurious life style,n. （美）雅皮士（属于中上阶层的年轻专业人士）
yuppie flu,," <英><非正>雅皮士流感, 肌痛性脑脊髓炎"
yuppiedom,,"n. 雅皮士特性, 雅皮士的身分； 雅皮士族, 雅皮士集团"
Yuppies,n a young upwardly mobile professional individual; a well-paid middle-class professional who works in a city and has a luxurious life style,n. 雅皮士（yuppy的复数）
yuppification,,n. yuppiefy的变形
yuppify,, 使（市区等）更华贵时髦；使雅皮士化
yuppy,,"n. 雅皮士（特指肆意挥霍, 追赶时髦的年轻人）"
yuppyish,,"yuppyish (comparative more yuppyish, superlative most yuppyish)\n(informal) Characteristic of a yuppie.\n"
yups,-s form of yup,(yup 的第三人称 -s形式) int. [俚]是的（等于yes）
yuquilla,,[委内瑞拉]尤奎拉(韧皮纤维)
yur,,abbr. Yuri 尤利; Yurievich 尤利维奇
yura,,n. (Yura)人名；(日)由良(名)\n由良
Yurak-Samoyed,,[网络] 尤拉克萨莫耶德
yurgens,,尤尔根斯
yuri,,n. 尤里（男子名）；坂崎由莉（游戏拳皇中的女性角色）
Yuri Alekseyevich Gagarin,,[网络] 太空人加加林；苏联太空人加加林；加加林全名
Yuri Gagarin,,[网络] 加加林；太空人加加林；尤里加加林
Yuri on ice,It's about gay men who figure skate and one is always sparkling. The other is always chill and then there's the smol kitten.\n> Have you seen Yuri on ice!?\n,
yuriko,,n. (Yuriko)人名；(日)百合木(姓)
yurotin,,(=eurotin)败菌素
yurt,n. a circular domed dwelling that is portable and self-supporting; originally used by nomadic Mongol and Turkic people of central Asia but now used as inexpensive alternative or temporary housing,"n. 蒙古包, 毡包"
yurta,,n. 圆顶帐篷
yurts,plural of yurt\nn. a circular domed dwelling that is portable and self-supporting; originally used by nomadic Mongol and Turkic people of central Asia but now used as inexpensive alternative or temporary housing,"(yurt 的复数) n. 蒙古包, 毡包"
yuruk,,[Yuruk ]尤罗克人(居住在安纳托里亚东南部山区游牧民族的一支)
Yury,,n. (Yury)人名；(俄)尤里；(法)于里
yus,,abbr. Yussel 约瑟子（男子名）; Yussel (Yiddish=Joseph) （意第绪语）约瑟夫
yusef,,n. (Yusef)人名；(阿拉伯)优素福
yushchenko,,n. (Yushchenko)人名；(俄、乌克)尤先科
yusho,,n. [常用作定语]油病(摄入多氯化联苯后引起的皮疹、 肿睑和关节肿胀等病症)
Yussuf,,n. (Yussuf)人名；(阿拉伯)优素福
Yusuf,,n. (Yusuf)人名；(土、哈萨、塔吉、吉尔、土库、巴基、索)优素福
yutaka,, [地名] [日本] 丰
yutang,, [医]玉堂，上腭，天花板，上含，鼻咽
yuwei,,"<汉>n.有为(中国道家用语,系""无为""之对,指人不顺应自然的任意作为)"
yuwen,,n. 宇文（人名）
yuxian,, 蔚县
yuza,, [地名] [俄罗斯] 尤扎河; [地名] [日本] 游佐
yuzhnoye,, [地名] [俄罗斯] 尤日诺耶
Yuzovka,,尤佐夫卡(苏联顿涅茨煤田区城市顿涅茨克)
yv,,abbr. yellow virescent 黄带绿色
yvan,,n. (Yvan)人名；(法、马达)伊万
yve,," [男子名] 伊夫日耳曼的法语同源词, 含义是“紫杉, 弓”(yew,bow)"
YVES,,"n. （法）伊夫（男子名, 涵义为法律的守护神）"
Yves Tanguy,,[网络] 坦基；唐吉；伊夫·
yvette,,n. 伊薇特（女子名）
yvo,,abbr. yttrium vanadium oxide 钇钒氧化物
yvon,,伊冯（人名）
Yvon's coefficient,,[医] 伊冯氏系数(尿中脲与磷酸盐含量的比率)
Yvon's test,,"[医] 伊冯氏试验(检尿中乙酰苯胺,检生物硷)"
Yvonne,,n. 伊冯(f.)
yw,,abbr. 基督教女青年会（Young Women's Christian Association）
YWCA,,基督教女青年会
YWCAs,,abbr. Young Women's Christian Association 基督教女青年会
YWHA,,abbr. 希伯来教女青年会（Young Women's Hebrew Association）
ywis,"adv. Certainly; most likely; truly; probably.\n   Z () Z, the twenty-sixth and last letter of the English alphabet, is a\n   vocal consonant. It is taken from the Latin letter Z, which came from\n   the Greek alphabet, this having it from a Semitic source. The ultimate\n   origin is probably Egyptian. Etymologically, it is most closely related\n   to s, y, and j; as in glass, glaze; E. yoke, Gr. /, L. yugum; E.\n   zealous, jealous. See Guide to Pronunciation, // 273, 274.",adv. <古>=iwis
yx,,"n. [暗黑破坏神]you xing,有形的"
yy,,n. 尤尼克斯（羽毛球品牌）；多玩歪歪（软件名）；影牙城堡（游戏名）
yyy,,n. 代替具体的名称、数据等
yz,,abbr. Aer Guinea-Bissau 几内亚比绍航空公司（代码）; Londonderry 伦敦德里（不列颠群岛车辆登记符号）; Yokohama Shipbuilding Co; Ltd. <日本>横滨造船公司
Yzquierdo's bacillus,,[医] 伊斯杰尔多氏杆菌(大约即秘鲁疣的病原菌)
yzr,,abbr. Sarnia;  Ontario;  Canada 加拿大; 安大略省
yzrs,-s form of yzr,(yzr 的第三人称 -s形式) abbr. Sarnia;  Ontario;  Canada 加拿大; 安大略省
